order_status,total_orders
002c625393dfa194828b462a6ef8cb0b,371.87
002ce108ccf0356ef5c8b1dce3c0ae29,185.6
002ef7e55600d44ead53f7c1644e5222,199.02
00302a0b99783c3d1d1e81c616e321e8,159.48
0031abfb953b66e998f67b09e7b11375,671.85
00331de1659c7f4fb660c8810e6de3f5,243.69
0037d14e53af1d555a582504a4058f4c,603.4
003bc8d06ebed9d146eb9f100d0a89ae,600.04
003cb2c7ce25d8af8556fb456f903546,420.94
0040a8417928d0d5abd5169cd7877181,219.49
00411811e3b661e746a6e1ce1f0878ab,367.2
00426311a53f3c052943c88b692a3be2,273.66
00447b6bd39c4a0f6366b05948f9e2e3,303.79
0049e8442c2a3e4a8d1ff5a9549abd53,1250.81
004a2b3e8b026284407c620f4f01f686,163.78
004d41e9bf012c669db1a257888d85a2,307.24
0050b4dd994efa94b2cd3210e4cecf32,164.38
0051337a96842850e1ec728dd158f4b3,237.99
005196c65bab2861e397cc85bc7664bf,1233.65
00520034b873d2cdfe098fd0a634d03d,162.45
00581d55862aecc8cbc7d701a27bc285,287.54
0058ebe2dc136d918dd001968cfa5903,270.0
005c36bfaa8710aaf61e4b1712ccd658,283.42
0061937e85c708a41f5d5b24405d0f50,194.04
0062859a8f89e25c6b0e8dc905ccc59d,318.44
0063913c2f1878cc471de963dc0571c4,254.58
006431d77c665533ac99b501d8a6ab06,236.56
00650b839d32a071b1025af8ca26dd13,367.11
00660e817a39486a37c26b071d0741f8,161.48
0068b31b2dd799c334e7b6283333f84a,186.85
006d300ffcb82917c9866dd5a507dbe6,471.05
006d7cf1f4f5fb1c805d2d7cacc8049d,284.09
0074a15febc9459ab2f999ea0e22c8d6,425.24
007732425b3cfb147a3ca928ce907cc1,195.92
007c76c2ab6101f00798548775dfdbaf,281.26
007da0ded5420c2ac9cdcdc758841cde,298.28
007dd470bdcf9dc8ffcd44beb79dc18c,179.78
007e99fec9d53dfa4e5d8be9c2b36ca7,410.37
008d7d751e72ae684c0d31bc988b36fb,157.77
008f931f2de5414536a04cdd033bea60,450.24
0090571a7077aaa71825c98f660695df,189.81
0092770b2a1471643d88b60d6b804464,198.67
0092ebfee8043dae610fab832e61acff,524.3
00949af96107ff1f55bc0f09e913686d,189.56
0095298db7c70d082c2584d4eb496654,299.2
0095d34ddb16f0d0776fc9f2a341dfcd,257.3
0096dd625383caa8afe2c028018bf4ce,521.37
0098c4d01b3588b0b61ac012e5e4b228,168.2
0099bfdae84652b1df38e27c0fc216e3,165.8
009ac0aeacb7e5c368452976385b7903,590.37
009c9d2be03f80df9ef29fade7f998f3,288.76
00a39528c677a55852f57235f988b837,229.79
00a572d0c25a9ea5e283ea2da267ba8d,164.7
00a6e2753fc2652cb87386ffbf5792b2,192.14
00abf30c1a93c7c8b509cb80a22e4dd8,188.39
00af928c0a307dfdb37122943a1e6902,284.73
00b16eaf1e6b6bd4eeb54f97fc31f172,430.67
00b366712a38454d2e62c9d2509d0623,368.52
00b4054d851ec464f6fb745fab627439,411.33
00b5072ef1192bc4d02e1d6264317bb0,366.27
00b6731ea206414be73f8c73bec1951e,182.36
00b78d0d0484fc9f3e1138e1ab752db6,212.8
00b7c3578d5231b0b60a62414118652b,190.62
00b9f074bf913ebcb8e7b9d7f8398782,434.35
00ba24d5e8869fd25950fd26c098ee20,162.28
00bb2dd15521a8a428bb530b4cabb403,328.6
00bf0246fe43d0dac8842035f21f8a76,162.06
00c042af846ab3125854b4abc3bf25a6,257.92
00c120d7afbe4803d4771a8f3696ec85,165.5
00c1cef22f54b3d3935e1c145b0c6ec6,182.84
00c2781c163b9f057924ed8c45c724d4,558.92
00c36dc4ec485e2500e9a669d6ea63d6,218.16
00c634fb2feeb4e2767a916c2375c9b8,1318.06
00c6436d2afd5923cba3f19f9542b140,222.92
00ca6e4277e535d41bda84d371310be2,249.05
00cef6d9683eaa39aaf401e3b02bdbca,222.24
00cf7bb323cf933b841728576c4de744,181.82
00d1bd043022c327bc464ded6b731f4a,159.03
00d4a861a9e1ec05df44712a80bfd55d,169.01
00d8b72b2807894a9e5c690179132819,422.16
00da45766aa7d360508cf25434334a8d,179.04
00da48d824214ffba48ab43f5b1d29a0,436.14
00e7c7983371f6e0c6ce890040d431db,201.08
00e7c822a5cd0647e9251fc711276ea7,173.82
00ee08bd4046a080a8ec38c5e0937372,294.7
00efae0d386ce3132b63e35b3aa79ec6,462.87
00f394e6fc446865ac4097b6db69ef4a,289.9
00f4202fec304d8f984a33eddc630e0f,201.84
00f539ee95c97870a2a4f261a2d96ba4,188.97
00f73459a4d3be97ff307dc869da0aa9,247.68
00f83de98e791c2a4b779f7e61a4cf28,204.24
00f8a4bbb515bfe8f84f9cfa45621250,279.52
00fb49c2869c0797c3bf65f269f1510b,355.95
00ffaeed5dc4a18cf44151b40f81a96f,185.94
01016b17e79a0a428384c6916b426aed,160.76
0101e1c05e39f58731e21081f3ea410a,157.51
010714eb89c36dd92fee08385cc1dd6b,219.44
01095519ab759274152540845a1d2004,667.56
010be179fab38706ae5cf77170b038e3,1391.13
010ff86be8e9b1a1ae1868dc64b05f21,178.47
0111774394b7b2cd9651eedc6c791bd2,291.12
0115fdf642d451174def967bd1d55350,197.1
011671897080a38fa57f3c190a310d49,167.97
0116b6f7b023ad7b078ead9dc8f68897,154.55
0117fcfe90f5c0df487c5eb4ae067aff,170.44
01187871d33eda6ba14aea590bb50d0e,176.88
011aa301cac8da4d01db88c3180a4058,411.94
012087f1c663428b54e53b0f69e700db,185.55
0125bee4b30f40607261d06f47b0f38d,188.72
0125ed303758dc1d7e4d99b000f88768,322.94
01268a9cd062a41dbaebe24bd8b07cbf,267.99
01271eb2284947f2e2abbe53fa15730a,180.6
012938ae26ceaa758b735826636366f8,267.5
012b69962ffef2be728865fe6a90359c,392.94
012c207234cf4e33fd21cc9bbcb2d1a3,170.08
012ca3bed937a20fa19642e8e53d831c,185.99
012e0c27bbc549e7c249ee9042d58f7b,232.88
0131193f8b1b149f85f1326ac337effb,204.06
01311fef2cb7553344ac33c95e196db1,197.65
0134ab2fb213ed322c3ae3b0e051582f,192.65
0137bbd3e8c493cfa735b98ef18bd1c6,336.09
01391e5f325943c1d9dee9e6202aa7e5,215.7
0139721501e0a6fe8f79253f6794ab2d,175.82
013bdb994a9c8f09fde3f5f543e698ad,248.71
013c39ad671a385ad47e7d108dc6517b,187.57
013e5c6a0f2d8fef75ebb90f05b0ca59,164.66
013f6eb268d33338ee175ffe2ed24204,158.38
0142bd3182ef8b08ecc4182dfd4ef811,209.36
0143daf7466a5e7886eb9d1738d293b6,484.94
014693f265c4f52b8c1aa9eb8cd197d5,379.35
0146c236b4c942e0ed107444e8a90463,330.27
0147fbc5c91112d914a4f4a480a0f09e,204.52
0148732a691a6f017cca48bbffdb172f,195.55
014cb897286d70935bfa3c8eac776b76,535.07
014e22ebe12fcc0f03d5f3ed1d15f86f,185.6
014f3e3c0e2ca31a15e844bdf3a25cfb,189.19
014f4ea4b3ed7aaf2db2f8acb6d96e75,240.58
01503d0b64036165c2f202b538de9308,340.2
015041e1136a20f44f9cf4bbf29df823,193.22
0153b54842840a90cf35a8cd645c6732,158.22
0155478730861c69019d0a41d9bc98f6,239.34
0156badea44f4ffcaab3ad7572b69e28,245.35
01571872abf22fe5f1be95d63d768575,168.29
015895fd0bf723100a64b0ead7c69cd6,160.51
015bbed5b941c909ebf091ead5eb2a05,211.77
015c9c9ba7524dcb69a8a6d2f383db8c,175.82
015faf9ec36eccd957c0f2782aab09a4,264.16
016025d2b068f90498479376f9bfcca1,1916.96
01621ab81b760e6e48e8eb3a300c77bf,316.2
0165051ac7514aff1b132007d915622f,200.35
01681beb55e1150f18db54277a5508e3,365.42
016890b20bac6cd8155fb02cd3ec3e44,488.55
01690063395d386d320ea8f5a60cdece,183.84
016a3b5b3185854fc7d9ac763c825494,453.58
016b15d60fe523cbfb8bda340e0cd769,460.61
0171707ab8e7ded84018d1172aa33c51,218.24
0172748409ef8a6fcba0660cda36f38c,319.58
01752e42e854180a9dac35cd803f4e33,282.52
0176d6c1606400bd49c88871e15839bb,190.4
0176dd91cb1143804dd30b2f4968b23a,177.41
0176ec1982f9f3aa628de3a506191769,752.04
0179f2f4c32e0b0c2a4cb0d57e7d5a26,1308.18
017af68734338e58b5925665038650ed,385.3
017ffa5794b42a3527159bc0aff69a62,447.24
01813ee9f6884594643a63fc9eaf76a1,273.49
018150959151a39894d01128bc358aed,1117.99
018445b488e6156c2fbdf926808d7228,199.7
018546fb1415356fd93cbd77a4338124,237.08
01885ec83523a343957047b0c6fa830a,156.74
0189d5af848e550cb6e4e03419e13e15,396.2
018a1c3096d2b2bf4a869cc213c03345,217.55
018bd804612e66267d4dc4ac8f8b98c1,259.01
018c9981e6704cf8fff79db3332a12f7,418.5
018d3918d60c2e821b654b8eb4cfde55,1022.65
019017e9f8b2c0e399f1f00e6e87f306,202.91
019200fa574c9eda0fbc82c71fcc8fbe,1930.34
0192827582be43c2180aee98a48933fa,641.2
0192b93a11b1f588d6f19888b82d02bf,186.6
01945b2f58c2f472fb2a5a582f8042c0,206.72
0195699b3388a65b55eab3dd04f48d1a,170.16
019681cd120e7fe89ebdd06172639f58,198.9
01970508b13705f57b760db5f8f63217,190.0
01973489089879f533dd627cad53e7e2,314.53
0197368f9bed3b6ac07506404f78a155,312.39
0197df52c22d6ef0aa52ffb63ac80404,282.31
01980baf1c23e7437caf43ce20455d0d,537.99
0199164bec886c94218205248559d7b6,195.71
019a09b9518cccb899cde6033ca0af68,179.6
019dc2cd7ae165a706dd249829e0e1f1,414.14
01a14c29b06fa1ecdcfdc1b0afae799c,191.19
01a1579cd07b292799675eeef1e9561c,159.74
01a353696002ba824955de7bfac767b3,222.68
01a51dab2737347e9b62bd2616a16d22,194.33
01a56495d1c8bcf831311f5ad7f126a1,349.76
01a61e75bd333a349351fba370520597,256.59
01a9cf1ab208a3ce5a4cbf6d5877bf49,175.02
01aef689891025af290bbdc4788d87da,371.42
01b44b1e958a6a9d32db09ea5a1e77b0,212.46
01b783aa8c0944d07d43b8e2039867e5,738.57
01bb4e5dc779fa3f09a2c2cdf9561f7a,180.05
01be2c0c2d55c597b5ec011e26e4b0d1,263.93
01c3dbf3c719c3788a4d7db4bd8ac0d0,360.54
01c41ead4383471f6ef23bcf19aeb5c5,173.89
01c5a393f22ed7149432cd8984aa7791,212.59
01c622ea29f8ca6980b1ff07eadff0f0,297.39
01c79a7d3c3d25b655514206df838701,439.72
01ca0c5af5349f53a4087605008e9134,202.28
01d190d14b00073f76e0a5ec46166352,258.74
01d33ef4c346ccf41a296c1292922cb8,226.71
01d443a484536e8a8c520f79dd9f6ad4,215.6
01d7e86d9cc4c847baf866cf8f0d0536,198.69
01dea2b11c15fd0f99bfc256d288410f,273.01
01e0d4fb731e6ee47df3f3f179cc0a0b,651.84
01e2dee0a2e7464a701d0c480225501c,628.42
01e44a7a40e6456dfdcab17b65106fe4,519.65
01e466f5fd2937b4ea4a18eb9963f9ea,164.15
01e5b020d9c4f26539154b00f632e3ae,161.12
01e5e7553c95f21eda0aaf0da6e0e4d1,157.91
01e8d5326e968623bf4f1b620709c1c4,315.11
01eb75533d0297e3a47f6d40e866455c,162.41
01ebd7292a8ec3c547e0876d1aa4b3db,189.08
01ee3674cbbee7421ea03a3549f0c74d,286.3
01f122c4617c17afeba8f9bf49babfbc,221.7
01f57b226a3850a260e40698c2bd2fd6,419.03
01f5c92b138f7260aeed5a7aea4d0af4,220.28
01f619b964e6c75d7a6e529951848001,650.65
01f7aa57edc08e2285a8564127cf61f5,155.45
01f96fafaa1d1e365ad47f54fba4c106,260.84
01fa00e0304cfe9ec92334b323841744,221.92
01fa120273bf003fb142073c53b27e86,203.09
01fa97994accc8a76cd66d477a124ec7,182.91
01fb2aa709b6a7a424268503d97fc753,244.5
01fb8712cdee539fb967502da4217019,259.94
02033fca76b4af0eda65418e673b5a57,195.72
02044ee0862ebaf88a067ba1f74342f7,224.71
02060b47874e560f104dad93ae22e6f1,566.4
02077904459251edd6b421b05fae711c,161.46
0207ca7dd6d2be6e08d8467651759bdd,157.22
0207cb4b78c07d93bd1a82443c2dbaea,318.4
0208fd622f545ae73dd1fc6a1a500ba0,402.1
020b5927efefde521078d6db7ef0317e,165.71
020bf372f50fd24092ba34679cdfbc9f,226.12
020c3bb8476e9193550d4c308c1e45de,219.27
020c87503e1eeb262f17c9e7c0b556b5,576.88
020d4e12b05970e098dff43d6589d7e2,560.65
020e0c200a053638412950ba455d5b37,400.66
0211481bc6a8abb8fb636b2309bb9931,296.32
021212b1c2f127ec287d99fa9f6346e6,164.66
02147933803d610875878623ed98c7d1,154.12
0214d81e1cb90cf47f40f5345a1a6c08,236.56
02181664d4e1d58da55ec4e8e1185eda,586.1
0218c9f09de820db4903ff5ef7d27b86,398.85
0219be9d41699276f5d2010b4e758d51,226.24
021d6c6614e8f9ad30985e8594bffe06,388.82
021f73e75c9f89e051b514ddf1dba5b2,291.66
0223eb5be9da5ae975225c094452c472,162.75
022436c15d537fc7a1dd70e6000cbf66,163.21
0224e997c339d3b6edb3ac3fbff60da7,161.88
0227176d396f5394907470617d777fed,206.76
02277211c9842fee492b8e37a17cf0ff,170.12
02286830664a352f63ecd02e620fa897,186.06
0228874050786ca37c963d514a71684d,729.65
0229d7450ba7ceb9aee1e3fcc74f7dee,283.18
022c68d559d62cee79d2a5a4bd567feb,156.25
022d8582868c8ee0a200885b357c4208,318.23
022d8f488c8a3f6e686848f2b2cfc54d,218.51
022f2413b018b7e5837a20b045c3d119,689.81
022f451efd6098c908265c022c1e06ac,176.82
023042a5cd5724a563a100acb1cf89c9,197.92
02307143f7dce7b43056056566b8e987,237.6
023340b4cc63d20a56d1afa725970627,213.47
0234b5cac2c4d895fdb1ef8d2956c84d,154.12
0235a81a0447bcf8bbe8a59e960de5fc,161.12
02385ca219b24812b4c7c65818e3b06a,1020.84
023cd48849ba0870ecf5157ad5039ef2,175.02
023cf83ac35d703a6f3c1b31bcf844d5,1342.98
023d1d56f9187c91230a4e8b50ab6fb3,343.71
023f52d000d35a9fa8f4dad675c5e080,466.16
023fafd700dff9fcc64d28e2defe98b9,581.25
0240a546849fb56346f3f602aac8e04c,155.77
024269ae81ed73c17c4c53d91ba2cc93,302.24
024aee4bf3ee8fc406d58b5c47e18578,382.28
024dad8e71332c433bc9a494565b9c49,657.63
024f63965c192d99e1da51a1c3516239,460.61
0253a59a3f1b966f4ef92ee44336e585,156.16
0254fef29444edf8ad023adf1baac1bd,354.9
02565e515373d4e26cf406ab3fa5ed0b,158.13
025c2b263a9a9247f855c0c777aabe33,278.04
025c7748c7e2160365a967df3933447e,163.25
025d5d5b392ca0924d3f47a286fe474f,321.58
026134c333097d60a052ab271aa99159,253.79
02628c7e9eed8af6043c70257a7a87c1,219.77
0263aeaed91e6e4375aa412acecf9c79,191.14
026460d9e7ce66ec77d827eaef2bb898,292.06
0268654157b95bbfcb8cc3622adc9c8a,216.18
026953f1072329fc12fa80eb8930848a,178.27
026adcb56c849c792db0ca91cf43a236,350.19
026ae2477af95b832998d23578eb4336,163.82
026eefd00c7aeffb5427f54dd51b6894,341.58
02731f7e9105dec7fc7fa715ccd821b3,160.14
02754b1e0a87a51622b4a49cdac7cadf,217.82
027ae9ecc616da8c33d137a1d7e40f0a,203.23
027e8c3fbdb7694e9b0824865a13388f,220.25
027f4567829d2f2249e5adeb315bdda4,174.76
0281f03348b06722b7e0f92455daafd4,296.72
02822ed21b96d3da2f2b7acad6b0d9e0,392.27
02841fd8efadbaf1b2e99e29822ed8e2,183.3
028514f8be6e8c2adb9d0b4647ef3a39,198.19
028605cdb42f4bb9653d81ce3116f2ae,309.29
0288ac534f6ba035350df2527703ed47,1981.22
028d32c15ebdd9b9516b7ef159a84f73,168.51
028d9c8cb891f2860106890cbc40834f,212.94
028e29b651eae6076b5b70613201c493,325.58
02924d523effc179caf33962172bd6b8,241.33
0295853908b4ba8c84a8e8b550eef3a1,205.95
0297b96a2290b2d419ac0b0cea83b5eb,306.51
02989a5bf256c6a23900bb011fa0f919,319.11
029f546fde4adb1892e8800cb49b694b,188.66
02a66fc781a395cc79f54a7e2f4237ae,275.08
02a9c98d09a951f9ae61e2f677922b1a,196.12
02acb1d49edb6c09b61d2f496afc61b5,226.05
02acb517fba465aad1f1332faaf4b1b4,188.0
02af4338e00cfed3af1a15854865879c,599.18
02af9983dee3e98a57adc7b02f17de3a,192.66
02b81e78d15d013c5de9a2e89ceddb0b,154.56
02b9bbbd5bec26b61cfd9bd3944c2ffb,181.86
02bd740a9c42959b61e38d5a07d43522,255.46
02bf19efae533d95c21b5e1ccc633a88,246.24
02c61d2bc19f626c10dd080efe7ecfde,181.52
02c88401b4de00301504d6113cdb6cb7,545.14
02cb3b6962a2d852ff7beaf4e303c71e,174.49
02cd8ee24434a2bb2574b61ba5f659a8,229.92
02d1b5b8831241174c6ef13efd35abbd,827.32
02d3be823b4d408e3f5e80f5cb7cb0e9,200.64
02d7783e7f62f71b0209a3157ed29295,276.57
02d82f830047e8f02a1092bc7c6599ac,359.43
02d8426ded4654ed60b46ddd6d1a4f8c,682.14
02de82179d94624708a8832cb0c97a1f,193.9
02e04e4adf1a4ec2e262f8f942b4b315,156.85
02e5982f021f1312a54f569c0f9e7625,238.72
02e86093158ca5dc555cd7674b753274,521.13
02eb2cb944f2c276dd99a325eb741cdd,164.7
02edb3a95305c7b4e3d0e666744b1fb9,373.37
02f0b823e1d7f9b63b25092db3208bdf,175.82
02f0bc4b5ee293031637b7e8d75a5484,321.51
02f168d7655c9268a8a7aa7dbd515c11,165.96
02f8299d68b913a3584db28a189be007,161.51
02f8e44a560ff53db97e57913234593b,311.68
02fa88c1b03de13858abb54758c93276,227.22
02fd0cffae342f16aefcc95f2cc8a77b,162.25
0300ae7800b82af58b1f3526991cd98d,231.62
030132d171907b3b3c813909fb0cac90,419.67
0303e5527d4342ac7939d2bfc0f9f9e2,378.67
03071a983e944c48990031952443e211,314.81
0308c8188ffa174ae335cf15234bef98,403.24
0309b2a47dddf69e60c888db00cb5858,285.02
030c88df740faf58e3bbf38fe25c1743,574.7
030f5e1f842f24533ea4589b518dc34f,268.31
031004fe0f92b09190fc8462ad2b4688,157.24
0310b25c98b10f9c6d22b9009455df37,179.9
0310d00c34f22d5e4c71fbd87c98f16a,264.54
031124e0ea15f7bc530757fef9d35da5,217.09
0315fdb0599e98fc798d9b2951f121ff,286.15
031a4751690cb362510c7b55428f7fff,173.8
03203e8daf33389fbd94c31ce3161d6a,176.23
03211613a76a509bd371fd677974d68e,270.84
03239979fa7a96497a4524c1af699b47,244.15
0323b1ce5e0352a4c843df59359a133e,257.18
0324eee00643cd63d11ec25cb930d53e,233.97
032a4f800b7a9732de3c85e44f672d37,188.12
032f3aa672886e0ba37ee901091d13b1,219.45
0331ff33cd51d777696c73c74f1e1190,291.49
0332d4009fc4c2bf2cd0e1baf01d9765,200.04
0332d8ec6d259a1caeda045188ffe70f,285.73
03342982485f39b4f1bac62e70ab6ff7,273.48
03346340b055f4770567d2a28ca52d4e,171.84
0334f4a8d10b77fa20ecb172b9f3a50d,1034.34
0337719c3caba8187a276942d35347fd,198.34
0338cedf9fd370fe655047aaa0725078,460.47
033c00bd7a0ab85d4df111a754b5fd22,179.9
033c0ab40161f39cabba89a415feffaa,235.95
0340b2de09f18a986fea9f26cc7b2d9c,355.1
03418d9b571e1f02f974011713dd2c38,776.83
03440934dd266ec0b356eed6e0191612,571.73
0348ea4d0b778a75707cb99aef17ac25,509.66
03493176f2a79c72181b9f75f539c55b,638.55
034c3cb26461c58520139e4efb33ed90,376.29
034dbf527c403a97312d2d20abb0d0d3,173.74
03500f262532234525663b2c3ac1ef57,158.28
0351f415e46d182dbb19fe7c7717d52f,979.45
0352f19bde56346648596f642638c657,210.64
0353311decd3615e5c4c03b4595e3e27,157.42
0355544e5f4818d9553faa520fedf38b,270.85
03584c130fc11548a1d7b9cf617b95f8,229.37
0358a7592f838123fd781a9830917175,289.21
0359e57f5d0093284997d0cf36a75e7c,188.92
035aed905c76a63603e6ed5d1d21ae65,154.92
035cbd7a946d33043056a4fb2d685fb4,161.37
035da1211e1f631ab58ceb5e614d3bd6,167.95
035ec305e97c979078a8d68778f25905,273.67
035fdb541390672b9938ad46570dad75,183.83
0363aafa9c54bf423dc9aace78f18f29,165.29
03648b0b80b0733591115d811b7420e3,331.4
036747722c993c40f22a72d23ebd5a45,303.12
036a2b2e7d16c12b97890ea51a2ef172,245.12
036eed6f0650d445406ff23640b7911b,219.64
0375082957a62e6c63866be3c7b72d62,348.46
03763b8972b5dc67dd9adbafa0256e16,206.92
03787ef7555b94c1a63477e7e7441881,190.95
037f0855b92185d84c858adce4e714dd,163.06
038040c89822d9d8f9899972c5673ef1,2213.22
03811cba01cb0741c318e1545b04173b,162.24
038302481fecf4b95852065a483b8d95,226.06
038561d63c7a2c5cd26f05914cb27be5,169.22
0385c8d2e645df58096ed14446b5374d,179.97
038677c6bb39caaf53d27c6d46fc13b3,284.79
03867a4d63736672b9276bef85ec277f,210.64
038a7da8dbcc0fe71896af3e1865f5d5,254.47
038aa59fda83ef09082edd0718cd97ff,175.79
038c357f0618e32eadd4f356a6c1229a,248.55
038c6e4806a9d19fe170feae7825c2d6,237.63
038eba7c093b00abd73987d7c22c6f06,342.18
03915163a75b2905841984b17a5d949a,166.35
03933bd8f668c8444d5307d9d5d171eb,209.06
03952dd46963b39ab13db3f9ab54bfd0,418.04
03959f8a4aa2ffd6c471d797b3e95055,177.49
0395ccc69bc49302782458b3d24cf3fc,179.9
039e022bbbf82354bd7ea61f3d2d8339,175.79
03a2a04722a38803d8c29c7339998d54,837.42
03a3fed0e96dca44d3d9614a4c83103a,347.06
03a43f85610c32719e8526e1be97f6da,530.01
03a62f764ee7e4701929561d653e4029,196.68
03a6ba2837612c689cd65be392b84084,173.96
03a6f3a3935165f5d26f4797ba6039bb,2566.9
03a7750fc7a7bfbd7a84b2f4f26b92f1,198.1
03a808b2b6c6da738ff0f3ca8ae8f9e2,230.48
03a81070a9a6e3bc2c4209e564764204,195.0
03ae9ed4f94758b2d7b66356b797add4,190.33
03b243d7ac6a467982044dd9dddb4d68,583.15
03b244a1b54133315bbb99ed870d07c3,259.82
03b4899033e1fd024b660308eefe79f3,214.46
03b5e9c6d19a9bcc8015ec2660ae1936,207.46
03b971e3d286d50f6136487edf61782a,155.14
03bf8050d93c13d75b4e5f2bcb6f41f9,162.91
03c19066495ef91f92b31005d5c4cccc,173.68
03c1a904f35ad2f91e103b348cf53c3a,178.06
03c42b210f1e9fe31f69458ffb08eb2a,162.04
03c75f8dfffde486ab30360f6e689a4f,277.86
03c8a5c09464a476c67708e0ef65078d,171.01
03cb35ed4ea247307302f9f4ea94ac87,182.73
03cdd9e78baf4d26f27d09cc8a29e774,174.24
03d5f6b6cca6439920d309c658fbb5df,672.4
03dc0682e10e026f51cc524d590fc5e2,367.2
03dfdec9ed6605bb41453c46fac2f2b1,176.34
03e17eb5a208cef3b62b88f7956495b6,608.88
03e1bb403bc199280f2d3338138c1e4a,293.7
03e3a430d50d6e1123627d133c65d5c4,188.05
03e5e57dd377a3da84cec48a7bbfba2a,170.01
03e8f438c63d7e3eb8cf2e830e42793d,278.24
03ebf79c58f0c3be1cc8895f1829ca79,162.7
03f0e10539f9f25c2614e50a42464f36,440.71
03f2dda26a1b89b7cf91dcd8a41feb96,156.61
03fc97548af8f58fefc768d12b546c9c,265.99
03fe220603b22a09e5114a70616b9c66,624.68
03ff24a1feebe22692496f9d3996438d,217.67
03ffaf40c1fc47ccdf91dfd08f8ed901,167.39
0403515b897169ea1b001e4ea602bf84,191.58
04065ecc8bc4cfd1228121cd5426e8db,174.73
040a6b33a803ef269d0bf0c285cb2390,423.62
040beed7727775617d1a7da5d26efaa9,155.18
040cc0201a8b98d2c1ed270d6b52d561,197.99
040d91478309e90547cb930b7405509c,159.89
040d94f8ba8ca26014bd6f7e8a6e0c0d,3184.34
040e8bf7215dd067e3be59eebc2dd6b4,165.62
0413010c14c0551c7377780fef01eaf5,553.47
041318f3b224ed1865ecbd61cbd4c77b,1233.42
0415764d7efe50fff280fafa9777b327,162.56
0419432b440cac406896f9b2ed4419a1,164.4
0419615aa283aa971b6865c136a31868,235.92
041c1bdcf826ead159cc4052a86db094,289.11
041c262f0425215f79dbd9ff70e9347f,413.82
041cd6848abb3d3ca45e83dc971488fd,157.45
041d75798215fd7ebffd6cf6b60bfac5,173.25
041e732946d597aa439b595a2def33f3,272.39
